Date,User,Tweet
2022-06-13 16:09:54+00:00,PeterSchiff,"Despite the carnage in the #StockMarket both bond yields and #oil prices are up today. This clearly indicates that while the #Fed has already succeeded in causing a #recession and bear market, it has not succeeded in slowing #inflation. How long before investors figure this out?"
2022-06-13 15:07:30+00:00,BernieSpofforth,"ENERGY CRISIS - In the last 2 hours news has broken that Libya has shut down almost all oil production and Ukraine has banned the export of anthracite, coal, fuel oil and domestically produced natural gas.

5p off at the pumps won't cut it. We're in real trouble.

#recession"
2022-06-13 12:27:31+00:00,Harryslaststand,The threat of real wage increases is such a threat to the wealth of the 1% that they would rather throw the world into  #recession rather than give workers a pay raise.
2022-06-13 07:37:14+00:00,SimonFoxWriter,"Apparently the #UK is on the brink of #recession. What, after 2 #lockdown years, with a semi-comatose economy, we're now in trouble? Surely not! Who could have predicted that?! It must all be #Boris' fault. After all, everything else is, isn't it? #IronyAlert"
2022-06-12 21:21:20+00:00,AlexandreCibrao,"When a government informs you that you're in a recession, you've technically been there for 6 months.

They will be informing you, not alerting you.

Don't destroy yourself believing that the politician will help you. Politicians don't care about you.

#economy #recession"
2022-06-12 19:42:57+00:00,Cami_bekind,"The buck stops at No10 ..all our problems are centred around No10, Johnson is the Problem .. the Tory Party have endorsed the Problem child .. and they alone must accept that they now face the voters wroth #JohnsonOut139 #recession #CostOfLivingCrisis"
2022-06-10 17:58:28+00:00,amtvmedia,"4 Stages of a Communist Takeover #inflation #recession 
🇺🇸
  Step 1- Demoralization 😔 
  Step 2- Destabilization 😡 (you are Here 📌 

  Step 3- Crisis 💥

  STEP 4: NORMALIZATION ✅"
2022-06-10 16:53:17+00:00,PeterSchiff,"The most important mistake investors are making is thinking that a #recession will solve the #inflation problem. In reality, it will make it worse. When the #Fed pivots and launches QE5 to stimulate the economy, the dollar will tank, accelerating the increase in consumer prices."
2022-06-10 16:19:48+00:00,PeterSchiff,"The Treasury yield curve finally inverted from 5s to 30s, indicating investors realize higher #inflation means the #Fed will start cutting rates sooner to stimulate an economy in #recession. They still don't realize that it's inflation, not the economy, that will be stimulated."
2022-06-10 13:46:38+00:00,PeterSchiff,"To be bearish on #gold one must believe the #Fed will raise interest rates high enough to vanquish #inflation, but not high enough to cause a #recession. In reality, the reverse is true. The Fed will hike rates enough to cause a recession, but not nearly enough to beat inflation!"
2022-06-10 01:11:49+00:00,PeterSchiff,"Gold mining stocks are unlikely casualties of #inflation, which increased the cost of mining gold much more than the price of #gold. That's because naive investors believe central banks can easily vanquish inflation without causing a #recession. So they're not hedging with gold."
2022-06-09 19:11:20+00:00,PeterSchiff,"Investors are worried that rising #inflation means the #Fed will have to fight harder to contain it, pushing the U.S. economy into #recession. As a result they're selling stocks. If investors realized inflation will win the fight they'd also be selling dollars and buying #gold."
2022-06-09 15:09:14+00:00,PeterSchiff,"Yields on 5-year U.S. Treasuries just hit a new high, and are once again above the yield on 10-year Treasuries. This indicates that investors are waking up to the reality of #recession. But a lack on interest in #gold indicates they are still asleep to the reality of #inflation."
2022-06-09 12:45:28+00:00,PeterSchiff,"Weekly initial unemployment claims spiked 27K to 229K, the highest level since mid-Jan. The U.S. economy is poised to experience a major unemployment surge, exposing the farce that a red-hot labor market will allow the economy to escape #recession as the #Fed fights #inflation."
2022-06-08 16:40:58+00:00,PoliticsPollss,"Britain is on the brink of a painful recession as prices continue to rise rapidly and the economy records zero growth next year, according to new analysis. When do you think Britain will go into recession? #Recession #Poll"
2022-06-08 13:22:19+00:00,Procurenet,"The war in Ukraine, Chinese lockdowns, supply-chain disruptions, and the risk of stagflation are all impeding growth. 

Many countries will struggle to avoid a #recession, do you predict a recession in 2022?"
2022-06-07 23:57:23+00:00,PeterSchiff,"The Atlanta Fed just lowered its estimate for Q2 GDP to just .9%. Even if this estimate is correct, GDP will contract by .6% for the 1st half of 2022. While the #Fed claims the U.S. economy is so strong that it can withstand an #inflation fight, it's likely already in #recession!"
2022-06-07 18:09:12+00:00,PeterSchiff,Retailers misjudged the strength of consumers and built up too much inventory. That boosted recent GDP. But as companies work though that excess inventory future GDP will suffer. After inventories fall prices will soar. High #inflation will make the current #recession much worse!
2022-06-05 20:45:41+00:00,realMeetKevin,"Since 1950, we have had 7 Fed rate-hike cycles of the speed we’re seeing now. A #recession followed 6 of those cycles within 18 months.

That gives us a 14% chance of avoiding a recession. Unless #ThisTimeIsDifferent."
2022-06-03 12:04:56+00:00,PeterSchiff,"The public must accept that recessions, though painful, are necessary and healthy. Recessions are the market's way of correcting mistakes made as a result of QE and the #Fed keeping interest rates artificially low. Every Fed induced recovery sows the seeds of the next #recession."
2022-06-02 15:55:17+00:00,PeterSchiff,"Surging #inflation and sinking #stock and #bond portfolios will likely result in many workers who retired during the pandemic returning to the labor force. More people looking for work will drive #unemployment much higher during the next #recession, which may have already begun."
2022-06-02 04:40:00+00:00,realMeetKevin,Amber Heard is in #recession.
2022-05-26 13:07:00+00:00,PeterSchiff,"The U.S. economy, supposedly the strongest it's ever been, contracted by 1.5% in Q1, .2% more than analysts expected. If #GDP contracts again in Q2, then the economy is officially in a #recession. If GDP contracts when the economy is so stong, imagine what happens when it's weak!"
2022-05-26 12:24:34+00:00,PeterSchiff,Anyone claiming the fiscal and monetary policy response to the pandemic was necessary must also accept today's soaring consumer prices are an acceptable trade off. We mitigated the last #recession by creating #inflation. Fighting that inflation will make this recession far worse!
2022-05-23 18:32:45+00:00,MrnllMtt,"We're in #recession:
- #inflation at the highest level in decades
- persisting supply chain issues
- corporate margins declining
- consumer spending declining $WMT $TGT

$FB and $NVDA have already stopped hiring, $AMZN sublets RE. 

How long until mass layoffs start? #StockMarket"
2022-05-21 11:35:29+00:00,RichC,"Truth from @cvpayne on #inflation. Election &amp; ideology have consequences. “People are being forced to tighten their belts. At first they go from beef, to chicken, to pork &amp; then just daydreaming about protein. The majority of Americans are suffering.”  #recession @foxandfriends"
2022-05-20 15:42:18+00:00,PeterSchiff,"While many are talking about the era of ultra-low interest rates coming to an end, few are acknowledging the extensive damage those artificially low interest rates have done to the underlying structure of the U.S. economy. The mistakes can't be fixed without a massive #recession!"
2022-05-20 15:00:38+00:00,OGtexasrunner,"And now for my next trick, I will give you three $600 checks and then next year I will crash your 401k and you will pay $2000 more in property taxes or rent, $800 more for gas, and $3000 more for groceries 

#inflation #federalreserve #Biden #recession"
2022-05-19 14:04:45+00:00,PeterSchiff,"While #Powell boasts about the red-hot labor market being impervious to higher interest and mortgage rates, or a crashing #StockMarket, jobless claims spiked 21K to a 4-month high of 218K. Claims are set to surge as companies slash payrolls to cut costs. #Inflation &amp; #recession!"
2022-05-19 12:41:27+00:00,mkolken,Who had #recession on their Biden Bingo card?
2022-05-19 11:11:08+00:00,PeterSchiff,"Safe haven buying in the Swiss franc and Japanese Yen over the past two days, plus the rise in the price of #gold, could indicate markets are beginning to wake up to the reality that the U.S. economy is already in #recession and the #Fed will ease policy despite high #inflation."
2022-05-19 09:58:11+00:00,SenatorKeogan,"It's important the country prepares for what the markets are now telling us. You can't turn off manufacturing for 2 years, throw money at the problem and expect the show to continue. #CostOfLivingCrisis #recession #inflation"
2022-05-19 02:54:42+00:00,StGodebertha,"40% of all #USdollars ever printed were printed in the last 12 MONTHS.
#recession #financialcollapse
@POTUS is killing us"
2022-05-19 00:00:24+00:00,JDLuckenbach,"If Hillary would have been elected in 2016, there’d be no Trump’s USMCA and there’d be no baby formula shortage.
The damage done in Trump’s 4 disastrous years hasn’t been fully realized yet.
He sure as hell ain’t getting another crack at it in 2024
#recession 
#Inners 
#TRUMP2024"
2022-05-18 23:18:31+00:00,PeterSchiff,"Investors have never been more wrong than they are now. #Powell can't ""Whip Inflation Now"" without inflicting far more pain on average Americans than #Volcker did in the 1980s. That's why it's more likely that this time #inflation whips us, making this #recession that much worse!"
2022-05-18 21:22:31+00:00,JosephPinion,"Umm…REALITY CHECK ⚠️

📉 Markets are in a death spiral 🌪

⛽️ Gas Prices hit RECORD highs ⬆️

🍼 And BABY formula is simply GONE

WELCOME to the BIDEN / SCHUMER #RECESSION 

🍿Now watch them try and blame somebody else…

#stockmarket"
2022-05-18 21:13:52+00:00,RemainingKind,I am old enough to remember inflation and recessions. In my living memory it happened under the Tories #Inflation #recession
2022-05-18 20:18:55+00:00,PeterSchiff,The #Fed insisted subprime was contained and #inflation was transitory. But insisting the U.S. economy can withstand higher interest rates will go down as an even greater mistake. But their greatest mistake of all will be thinking this #recession will solve the inflation problem.
2022-05-18 17:38:46+00:00,PeterSchiff,"The U.S. economy and financial markets are in for an unprecedented decline, yet this time the #Fed won't be able to help. In fact, it will add to the pain. Either it will make the #recession and financial crisis worse or it will make #inflation worse. Most likely it will do both!"
2022-05-17 14:13:08+00:00,crossbordercap,Mary Daly @federalreserve implies #Fed willing to risk #recession into order to beat #inflation. This really says Fed is prepared to CAUSE recession! Its coming...
2022-05-16 14:43:05+00:00,joebonsall,Trucks move the country (SUPPLY CHAIN) diesel fuel runs the trucks (and tour buses BTW) they do not run on pixie dust… many truckers are quitting because of fuel prices … in the meantime consumers will be paying even more for goods. economy 101 #recession
2022-05-06 15:40:07+00:00,VailshireCap,"Lots of talk amongst Fed officials to bring ""supply and demand into balance.""

They will do this by raising rates and draining liquidity, thereby destroying demand.

They will succeed.

This will not be a ""softish landing.""

#Recession"
2022-05-05 12:03:23+00:00,nckgry,If anybody was in any doubt about the economic competence of the Tory Gov’t - today’s outlook from the BoE should leave you in no doubt.  #brexit combined with no strategy to deal with soaring energy prices will force the UK into a #recession with persistent #stagflation.
2022-05-04 15:17:08+00:00,VailshireCap,"I'm sort of astonished by how few people are discussing the fact that the US economy actually contracted in 1Q 2022 (-1.4% GDP)... and 2Q looks to be even worse.

Is anyone paying attention?

Is the Fed paying attention? Or is inflation the only thing that matters?

#Recession"
2022-04-28 14:22:56+00:00,BillyM2k,when will we see #recession trending?
2022-04-08 23:37:48+00:00,trish_regan,"The “institutions” are finally catching up to what I’ve said for months: a #Recession is coming. Bank of America just joined Deutsche Bank in recognizing the threat. 

Incidentally, this is horrible timing for the #Dems as the recession would likely hit just as we near midterms."
2021-11-12 20:33:51+00:00,GoldSwitzerland,"Regardless of what the #Fed pretends, they can’t print away, hike away or repress away an economic #Recession, which will likely be the bottom-up straw that ultimately breaks this artificial market’s back."
2021-02-18 13:47:34+00:00,iameneji,"What’s the relationship between exiting recession and inflation though? Must you comment on everything?

What’s important is that our economy, not Buhari’s economy, is out of #recession. Now you can resume wailing 

😄😄😄😄"
2020-12-21 04:10:45+00:00,genemarks,"If your #business was shut down or you lost your job ... a $600 #stimulus check isn’t going to cut it. The #recession hasn't been caused by the #pandemic. It's been created by govt officials in response to it.

#SmallBusiness owners need #customers not #StimulusChecks."
2020-11-23 19:02:30+00:00,iandonald_psych,"“The governor of the Bank of England, Andrew Bailey, has warned the economic cost of a no-deal Brexit would be bigger in the long-term than the lasting damage caused by Covid-19.” Guardian. #Brexit #COVID19 #Rishi Sunak @BBCNews @BorisJohnson #Recession"
2020-11-22 07:07:07+00:00,atiku,"We Must Exit This Recession With Precision. 

It is with a very heavy heart that I received the confirmation that for the second time in five years, #Nigeria has entered into another #recession."
2020-11-17 11:44:10+00:00,SpokespersonCHN,Human society is going through the most serious #pandemic in the past century. The world economy is witnessing the worst #recession since the #GreatDepression in the 1930s.
2020-11-12 06:01:44+00:00,rebelliousdogra,"This Festive Season, Spend Wisely. Hold on to your Savings. Very Tough Times Ahead.

#recession"
2020-10-03 08:40:36+00:00,GrahamScambler,I’ll say it again: this is the time to introduce a universal basic income and to phase in a four-day working week. #COVID #recession
2020-09-08 08:18:58+00:00,TheDharmaTweets,"Illiterate Muzlims have occupied all these type of dalit's businesses silently with unity &amp; skill development but i never saw any of them beating drums on #Recession &amp; #unemployment 

 Saloon
 mobile repairing
 The fruit selling
 Meat
 Leather
 Footwear
 Plumbing
 Puncture shop"
2020-09-03 07:37:45+00:00,ChrisHeHim1,"2019 tax cuts before COVID saw zero economic stimulus because the Govt was ALREADY pushing us towards #recession

We are now in recession during a pandemic and the Govt thinks more tax cuts are the answer 🤷‍♂️

THEY HAVE NO CLUE!

#auspol #thedrum #abc730 #abcnews #TheProjectTV"
2020-08-12 13:30:09+00:00,MadeleinaKay,"I'm wondering if the Government's stratey is to make the UK such a shit place to live that no foreigners actually want to come here? 🤔
#Brexit
#Recession
#Covid19UK 
#BorisHasFailedTheUK"
2020-08-12 11:12:51+00:00,Jemima_Khan,"Worst #COVID19 death rate in #Europe. 
Worst #Recession in G7.
Total failure of government."
2020-08-12 08:23:56+00:00,JerryHicksUnite,"Guess Tory voters will be happy? Taking back control

Drop in GDP, Apr-Jun 2020

🇩🇪 -10.1%
🇪🇺 -11.9%
🇧🇪 -12.2%
🇮🇹 -12.4%
🇫🇷 -13.8%
🇵🇹 -14.1%
🇬🇧 -20.4%

We’ve already got the worst excess death rate in Europe. Now we’re on course for the worst recession.

#coronavirus #recession"
2020-08-12 08:13:30+00:00,KateWilton1,"We now have a world beating #recession to go with our world beating death rates. Congratulations to our PM on his well deserved holiday, again. 😏"
2020-08-12 07:56:50+00:00,BritainFree,"The UK has officially entered #recession for the first time since 2009, thanks to the illegal lockdown.

The economy has shrunk by 20.4%, jobs are being lost by the thousands every day and 9.6m are still on furlough.

Do we have the most incompetent government in Europe?"
2020-08-12 07:53:11+00:00,Hardeep216,"Tories
Wasn't it said that the Tories are the party of economic competency and sense 😂😂
#recession #uk"
2020-08-12 07:30:39+00:00,KatyJayne101,"The UK has suffered not only the highest excess death rate in Europe (with 65,000 deaths) but also the deepest recession of any G7 country.

The net effect of locking down too late and causing a surge in deaths destroyed economic confidence. 

#recession"
2020-08-12 07:21:44+00:00,OohLookWine,"We have officially plunged into the worst recession for 11 years. But don't worry, I'm sure Johnson is giving it his full attention while he takes a little holiday.

#recession #JohnsonHasFailedTheNation"
2020-08-12 07:17:38+00:00,LeftWingKim,"You know how we could have avoided a #recession?

By not initially pursuing herd immunity, listening to scientific advice, preventing people from infected countries into ours without quarantine...

Well done those who voted Tory in December. Your precious government caused this."
2020-08-12 07:11:29+00:00,Kishan_Devani,"Drop in #GDP (Apr-Jun 2020):

🇩🇪 -10.1%
🇪🇺 -11.9%
🇧🇪 -12.2%
🇮🇹 -12.4%
🇫🇷 -13.8%
🇵🇹 -14.1%
🇬🇧 -20.4%

We already had the worst #COVID19 Death rate in #Europe. We now have the worst #Recession.

I now get what you mean by 'World Beating' @BorisJohnson."
2020-08-12 06:47:20+00:00,Bola_Sol,"Since we are officially in a #recession

Great people to follow:

@_NOMICS for economic updates

@TheEmanEffectUK for all things mortgages

@ThePennyPal @TheHumblePenny @MrsMummypennyUK @LWhateley for your personal finance needs"
2020-08-12 06:15:35+00:00,IdMjones,"We’ve officially gone into a recesssion. 

Next month we enter the Hunger Games period. May the odds forever be in your favour. #recession"
2020-08-12 06:15:14+00:00,Mankyisnomo,"Worse economic slump in western Europe and hurtling towards a racist nonsensical ideology thought up by pricks coked up to the eyeballs.
I hate it here! 
 #recession #BrexitShambles #Brexit 

Morning 😕"
2020-08-11 21:29:51+00:00,2ears2wheels,"""The UK unemployment rate remains unaffected at 3.9%"".

Shows how the UK unemployment figures have been diddled for a long time.

#recession"
2020-07-30 13:39:54+00:00,KeithMcCullough,"Treasuries $TLT nail the non-V-shaped #recession, again"
2020-07-23 01:26:30+00:00,ChauDave,#BUDGET update: Frydenberg expects Australia's real #GDP to fall by 3.75% in 2020 (before rising by 2.5% next year). He says it's better than the US and European Union -- their economies are expected to shrink by 8% this year. #recession #covid19 #economy
2020-07-14 01:16:04+00:00,marvicleonen,"As a citizen, I propose a ban on any kind of loan made for purposes of investing in financial speculation of any kind: forex rates, commodity futures et al.  Also, that there be a limit to interest rates for all types of loans for small/ medium enterprises.

#NewNormal #Recession"
2020-06-21 22:05:56+00:00,LesStonehouse,"How's it going for you so far under the Morrison government?  (Wait till all the stimulus like job keeper/seeker stops soon )  

 #auspol #libsfail #recession"
2020-06-20 23:31:32+00:00,BearishBullsCEO,"Prediction :

Before 2022

 $BA will go to $0 

$TSLA will be under $400

&amp; one of the airlines stocks will go to $0.

$AAL $LUV $UAL $DAL 

Just like Lehman Brothers &amp; Bear Stearns in 2008. #Recession"
2020-06-10 09:13:38+00:00,anshuman1tiwari,"Indian economy to contract 5% in FY21; Banks, service sector to be worst hit. Stimulus insufficient- S&amp;P ratings. Expects India's coronavirus outbreak to peak by the third quarter. #recession"
2020-06-06 23:33:28+00:00,EddyJokovich,"Not getting the analysis you're after at #Insiders? This morning’s episode is another poor effort. But, there are alternatives out there: our latest podcasts looks at #recession, #Robodebt, #Racism. Listen in! #auspol"
2020-06-04 04:19:53+00:00,EddyJokovich,"The recession we didn't have? The mainstream media is barely talking about the #Recession today. Lot's of information about HomeBuilder though, the Liberal Government’s new marketing plan. That's what happens when most of the media is owned by a few right-wingers. #AUSPOL"
2020-06-04 03:30:47+00:00,emma_husar,"The #recession is not the fault of #COVID19 the facts are that we were in poor financial shape well before. 
The #pandemic is a convenient distraction for years of economic mismanagement by those who call themselves better economic managers, it’s not all Covids fault."
2020-06-03 22:55:42+00:00,deemadigan,"In the GFC we were one of the very few countries in the oecd to avoid a recession, now we’re one for the first into one. The reality is we were in bad financial shape beforehand. Last year, well before the pandemic, we were already in a per capita recession.
#recession"
2020-06-03 22:02:44+00:00,EddyJokovich,"The first #recession in 29 years and the media is barely touching this news, so few questions asked of @joshfrydenberg. Anything to avoid the #debtsanddeficits disaster implemented by the Liberal Government. #auspol"
2020-06-03 08:38:03+00:00,dodona777,"Wonder if #JoshFrydenburg knew when he used  AC/DC ""Back to Black"" that it would really be the Split Enz ""I See Red""? #auspol #recession"
2020-06-03 08:36:19+00:00,_SocialDemocrat,"$750 if you’re on disability, homeless and destitute. $25,000 if you own your own home and can afford to upgrade and renovate. Nice values on show for everyone to see. @ScottMorrisonMP @AlboMP #auspol #Recession #Icantfindthatmissingsixtymillionbutitmustbeheresomewhere"
2020-06-03 06:47:25+00:00,7_jenkinson,"Let's be clear, this #recession began in January. It is not a #lockdown recession, it's an #LNP recession. It took them 7 years to finally kill the Hawke/Keating boom, but they did it. #auspol"
